id,origin,destination,departure,arrival,Mon,Tue,Wed,Thu,Fri,Sat,Sun,aircraft_id
6E 985,GOI,HYD,23:05:00,00:30:00,1,1,0,1,1,1,1,32N
6E 987,MAA,CCU,05:25:00,07:45:00,1,1,1,1,1,1,1,32Q
6E 993,BOM,DEL,14:15:00,16:25:00,1,1,1,1,1,1,1,32Q
6E 996,AMD,BLR,23:55:00,02:10:00,1,1,0,1,1,1,1,32N
AI 412,LKO,DEL,08:55:00,10:15:00,1,1,1,1,0,0,0,321
AI 440,MAA,DEL,06:00:00,08:55:00,1,1,1,1,1,1,1,32N
AI 479,DEL,ATQ,21:15:00,22:30:00,1,0,1,0,1,1,0,32N
AI 480,ATQ,DEL,23:00:00,00:10:00,0,1,0,1,1,1,1,32N
AI 501,BLR,DEL,13:20:00,16:10:00,1,1,1,0,1,1,1,32N
AI 502,DEL,BLR,13:30:00,16:25:00,1,1,1,1,1,1,0,32N
AI 503,BLR,DEL,17:15:00,20:05:00,1,1,1,1,1,1,1,32N
AI 505,BLR,DEL,09:50:00,12:40:00,1,1,1,1,1,1,1,32N
AI 507,BLR,DEL,12:30:00,15:20:00,1,1,1,1,1,1,1,359
AI 515,HYD,BLR,09:55:00,11:20:00,1,1,1,1,1,1,1,319
AI 516,BLR,HYD,07:25:00,08:40:00,1,1,1,1,1,1,0,319
AI 518,BOM,COK,23:55:00,01:55:00,1,1,1,1,1,1,1,32N
AI 523,HYD,DEL,14:10:00,16:25:00,1,1,1,1,1,1,1,32N
AI 532,AMD,DEL,22:05:00,23:45:00,1,1,0,1,1,1,1,32Q
AI 537,DEL,MAA,16:15:00,19:10:00,1,1,0,1,1,1,1,77W
AI 538,MAA,DEL,20:40:00,23:25:00,1,1,1,1,1,1,0,77W
AI 540,DEL,MAA,20:45:00,23:35:00,1,1,1,1,1,0,1,32N
AI 545,MAA,HYD,16:10:00,17:25:00,1,1,1,1,1,1,1,32N
AI 546,HYD,MAA,05:35:00,07:10:00,1,1,1,1,0,1,1,32N
AI 559,HYD,DEL,06:20:00,08:40:00,1,1,1,1,1,1,1,32N
AI 563,MAA,BLR,11:10:00,12:10:00,0,1,1,1,1,1,1,32N
AI 564,BLR,MAA,13:10:00,14:20:00,1,1,1,1,1,1,1,32N
AI 608,CJB,BOM,09:00:00,10:50:00,1,1,1,1,0,1,1,32N
AI 609,BOM,CJB,06:30:00,08:25:00,1,1,1,0,1,0,0,32N
AI 611,BOM,JAI,11:00:00,12:50:00,1,1,1,0,1,1,1,32N
AI 612,JAI,BOM,13:35:00,15:25:00,1,1,1,1,1,1,0,32N
AI 631,BOM,AMD,15:30:00,16:50:00,1,1,1,1,1,1,1,321
AI 632,AMD,BOM,17:35:00,19:05:00,1,1,1,1,1,1,1,321
AI 639,BOM,BLR,09:25:00,11:15:00,1,1,1,0,1,1,1,32N
AI 640,BLR,BOM,06:40:00,08:35:00,1,1,1,1,0,1,1,32N
AI 645,BOM,JDH,09:15:00,11:05:00,1,0,0,1,1,0,1,32N
AI 646,JDH,BOM,11:45:00,13:30:00,0,1,1,1,1,1,0,32N
AI 647,BOM,JGA,10:45:00,12:15:00,1,0,1,1,1,0,0,321
AI 648,JGA,BOM,13:05:00,14:35:00,1,1,0,1,0,1,1,321
AI 652,HYD,BOM,17:05:00,18:35:00,1,1,1,1,1,1,1,32N
AI 653,BOM,VTZ,13:10:00,15:15:00,1,0,1,1,0,1,0,321
AI 657,BOM,TRV,05:45:00,08:10:00,1,1,1,0,1,1,1,32N
AI 658,TRV,BOM,08:45:00,10:55:00,1,0,1,1,1,1,1,32N
AI 659,BOM,HSR,06:35:00,07:55:00,1,1,1,0,0,1,1,32N
AI 660,BOM,DEL,18:00:00,20:20:00,1,1,1,1,1,1,1,321
AI 675,BOM,CCU,05:55:00,08:50:00,1,1,1,1,0,1,1,321
AI 676,CCU,BOM,09:45:00,12:30:00,0,1,1,1,1,1,1,321
AI 677,BOM,DEL,13:00:00,15:15:00,1,1,1,1,1,0,1,32N
AI 678,DEL,BOM,09:00:00,11:20:00,1,1,1,1,1,1,1,32N
AI 681,BOM,COK,17:15:00,19:15:00,1,1,1,1,1,0,1,321
AI 682,COK,BOM,07:50:00,09:55:00,1,1,1,1,1,1,1,32N
AI 683,BOM,GOI,21:00:00,22:00:00,1,1,1,1,1,1,1,32N
AI 684,GOI,BOM,07:05:00,08:15:00,1,1,1,1,1,1,1,321
AI 685,BOM,GOI,05:10:00,06:20:00,1,1,1,1,1,1,1,321
AI 693,BOM,COK,19:05:00,21:00:00,1,1,1,0,1,1,1,32N
AI 727,CCU,GAU,05:45:00,07:00:00,1,1,1,1,1,1,1,32N
AI 773,CCU,BOM,17:55:00,20:50:00,1,1,1,1,1,1,1,32N
AI 774,BOM,CCU,21:35:00,00:20:00,1,1,1,1,1,1,0,32N
AI 775,CCU,BOM,16:20:00,19:15:00,1,1,1,1,1,1,1,32N
AI 776,BOM,CCU,20:00:00,22:45:00,1,1,1,1,1,1,1,32N
AI 803,DEL,BLR,06:10:00,08:55:00,1,1,1,0,1,1,1,32N
AI 809,BOM,DEL,10:00:00,12:15:00,1,1,1,1,1,1,1,32N
AI 811,DEL,LKO,18:50:00,20:05:00,1,0,1,1,1,1,0,32N
AI 812,LKO,DEL,20:45:00,21:55:00,1,1,0,1,1,1,1,32N
AI 819,DEL,BDQ,18:35:00,20:20:00,0,1,0,0,1,1,1,321
AI 820,BDQ,DEL,20:50:00,22:35:00,1,1,1,0,0,1,1,321
AI 849,DEL,PNQ,15:55:00,18:05:00,1,1,1,1,1,1,1,32N
AI 850,PNQ,DEL,18:40:00,21:10:00,1,0,1,1,1,1,1,32N
AI 852,PNQ,DEL,07:40:00,10:00:00,1,1,1,1,0,1,1,32Q
SG 1079,PNQ,BHU,07:55:00,09:05:00,0,1,1,1,0,1,1,DH4
SG 1080,BHU,PNQ,17:55:00,18:45:00,1,1,1,0,1,1,1,DH4
SG 121,DEL,IXL,06:10:00,07:25:00,0,1,1,1,1,0,0,73W
SG 185,DEL,PNQ,09:35:00,11:45:00,1,1,1,1,1,0,1,73H
SG 2696,HYD,TIR,06:20:00,07:35:00,1,1,0,1,1,1,1,DH4
SG 2937,DEL,DHM,07:50:00,09:15:00,1,0,1,1,1,0,1,DH4
SG 2938,DHM,DEL,09:35:00,10:55:00,1,1,1,0,1,0,0,DH4
SG 371,IXL,DEL,06:50:00,08:05:00,0,1,1,0,1,1,0,73W
SG 472,PAT,DEL,21:35:00,23:45:00,0,1,1,1,1,1,1,73W
SG 8125,DEL,IXL,08:45:00,10:10:00,1,0,0,1,1,1,0,73W
SG 8477,DBR,DEL,13:30:00,15:25:00,1,1,1,1,1,1,0,73J
SG 903,DEL,IXB,05:40:00,07:35:00,1,1,1,0,1,0,1,73J
SG 962,DEL,PNQ,00:25:00,02:40:00,1,1,1,1,1,1,1,73W
